Store_Number,Store_Founded,Store_Type,Store_Size,Store_Location_Type,Item_Number,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Store_Sales_Value
STR027,1985,Cold Storage,Medium,Tier 3,DRM47,,Low Fat,0.04357366,Hard Drinks,192.8846,2293.0152
STR019,1985,Grocery Store,Small,Tier 1,FDS46,,Regular,0.082741482,Snack Foods,118.7782,119.1782
STR013,1987,Supermarket,High,Tier 3,FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,1929.4884
STR027,1985,Cold Storage,Medium,Tier 3,FDX21,,Low Fat,0.084554569,Snack Foods,109.8912,2074.6328
STR027,1985,Cold Storage,Medium,Tier 3,NCU05,,Low Fat,0.058451805,Health and Hygiene,79.9618,241.6854
STR045,2002,Supermarket,Small,Tier 2,NCR38,17.25,Low Fat,0.113748685,Household,251.3724,6795.1548
STR017,2007,Supermarket,Small,Tier 2,NCR18,15.85,Low Fat,0.020603511,Household,42.7112,639.168
STR035,2004,Supermarket,Small,Tier 2,NCU41,18.85,Low Fat,0.052044976,Health and Hygiene,192.1846,3248.4382
STR017,2007,Supermarket,Small,Tier 2,FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,7222.5984
STR035,2004,Supermarket,Small,Tier 2,DRJ51,14.1,Low Fat,0.087977262,Dairy,229.0668,3225.1352
STR035,2004,Supermarket,Small,Tier 2,FDK21,7.905,Low Fat,0.010010425,Snack Foods,249.0408,3755.112
STR013,1987,Supermarket,High,Tier 3,FDY25,12,Low Fat,0.033946163,Canned,179.3976,3440.8544
STR035,2004,Supermarket,Small,Tier 2,FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,974.7312
STR049,1999,Supermarket,Medium,Tier 1,FDL43,10.1,Low Fat,0.027106459,Meat,75.367,535.969
STR017,2007,Supermarket,Small,Tier 2,FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262.491,5259.82
STR019,1985,Grocery Store,Small,Tier 1,DRF15,,Low Fat,0.058153409,Dairy,152.034,306.268
STR018,2009,Convenience,Medium,Tier 3,FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112.3886,1779.0176
STR049,1999,Supermarket,Medium,Tier 1,FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61.451,759.012
STR013,1987,Supermarket,High,Tier 3,FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,1877.556
STR045,2002,Supermarket,Small,Tier 2,FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,3779.0808
STR019,1985,Grocery Store,Small,Tier 1,FDQ04,,Low Fat,0.148392623,Frozen Foods,41.5796,41.2796
STR017,2007,Supermarket,Small,Tier 2,FDW13,8.5,Low Fat,0.098438394,Canned,51.1324,259.662
STR013,1987,Supermarket,High,Tier 3,NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96.341,193.082
STR045,2002,Supermarket,Small,Tier 2,FDY03,17.6,Regular,0.076276208,Meat,110.9202,1687.803
STR017,2007,Supermarket,Small,Tier 2,FDS12,9.1,Low Fat,0.175103435,Baking Goods,127.5362,4655.9394
STR013,1987,Supermarket,High,Tier 3,FDJ55,12.8,Regular,0.023511371,Meat,225.9404,4950.8888
STR035,2004,Supermarket,Small,Tier 2,DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95.4436,1418.154
STR017,2007,Supermarket,Small,Tier 2,FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,1225.072
STR045,2002,Supermarket,Small,Tier 2,FDY38,13.6,Regular,0.119418124,Dairy,231.03,5359.69
STR045,2002,Supermarket,Small,Tier 2,FDN01,8.895,Low Fat,0.072545601,Breakfast,176.237,1764.37
STR013,1987,Supermarket,High,Tier 3,NCR54,16.35,Low Fat,0.090486828,Household,195.211,2553.343
STR013,1987,Supermarket,High,Tier 3,FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43.3454,1006.6896
STR013,1987,Supermarket,High,Tier 3,FDG24,7.975,Low Fat,0.014618973,Baking Goods,85.225,1081.925
STR017,2007,Supermarket,Small,Tier 2,FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36.7164,308.9312
STR013,1987,Supermarket,High,Tier 3,FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178.666,2516.724
STR046,1997,Supermarket,Small,Tier 1,FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,1428.141
STR013,1987,Supermarket,High,Tier 3,FDS26,20.35,Low Fat,0.089394766,Dairy,260.1594,2093.2752
STR013,1987,Supermarket,High,Tier 3,FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85.6908,1929.4884
STR035,2004,Supermarket,Small,Tier 2,FDK51,19.85,Low Fat,0.005234153,Dairy,264.0884,5829.7448
STR046,1997,Supermarket,Small,Tier 1,FDL22,16.85,Low Fat,0.036390174,Snack Foods,91.4488,2082.6224
STR027,1985,Cold Storage,Medium,Tier 3,FDH19,,Low Fat,0.03292824,Meat,173.1738,7298.4996
STR013,1987,Supermarket,High,Tier 3,FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256.4988,7452.9652
STR017,2007,Supermarket,Small,Tier 2,FDY03,17.6,Regular,0.076552407,Meat,110.5202,450.0808
STR010,1998,Grocery Store,Small,Tier 3,FDK21,7.905,Low Fat,0.016758569,Snack Foods,250.4408,500.6816
STR027,1985,Cold Storage,Medium,Tier 3,FDZ10,,Low Fat,0.044248175,Snack Foods,126.202,3668.558
STR018,2009,Convenience,Medium,Tier 3,FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,736.3748
STR035,2004,Supermarket,Small,Tier 2,NCZ18,7.825,Low Fat,0.186032678,Household,253.0698,6088.0752
STR027,1985,Cold Storage,Medium,Tier 3,NCF07,,Low Fat,0.031867464,Household,101.0016,2125.2336
STR017,2007,Supermarket,Small,Tier 2,DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153.0024,2277.036
STR019,1985,Grocery Store,Small,Tier 1,FDJ08,,Low Fat,0.193772568,Fruits and Vegetables,190.3846,573.2538
STR035,2004,Supermarket,Small,Tier 2,FDT39,6.26,Regular,0.009866049,Meat,151.1366,2267.049
STR010,1998,Grocery Store,Small,Tier 3,FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147.3734,296.9468
STR018,2009,Convenience,Medium,Tier 3,NCD06,13,Low Fat,0.099729888,Household,46.306,559.272
STR035,2004,Supermarket,Small,Tier 2,FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,5559.43
STR049,1999,Supermarket,Medium,Tier 1,NCT54,8.695,Low Fat,0.119721451,Household,95.5094,1237.7222
STR045,2002,Supermarket,Small,Tier 2,DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113.5518,569.259
STR027,1985,Cold Storage,Medium,Tier 3,FDM25,,Regular,0.060371962,Breakfast,174.0712,3866.9664
STR045,2002,Supermarket,Small,Tier 2,FDF20,12.85,Low Fat,0.033287541,Fruits and Vegetables,198.4768,1379.5376
STR018,2009,Convenience,Medium,Tier 3,FDH27,7.075,Low Fat,0.05858462,Dairy,142.7128,1869.5664
STR027,1985,Cold Storage,Medium,Tier 3,FDV60,6.15,Regular,0.11679292,Baking Goods,196.211,5499.508
STR049,1999,Supermarket,Medium,Tier 1,FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,925.462
STR035,2004,Supermarket,Small,Tier 2,FDK36,7.09,Low Fat,0.00721395,Baking Goods,47.9034,583.2408
STR046,1997,Supermarket,Small,Tier 1,NCM31,6.095,Low Fat,0.081196619,Others,141.4154,1418.154
STR017,2007,Supermarket,Small,Tier 2,FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,942.7728
STR046,1997,Supermarket,Small,Tier 1,FDU36,6.15,Low Fat,0.04627095,Baking Goods,99.3384,2364.9216
STR027,1985,Cold Storage,Medium,Tier 3,FDV13,,Regular,0.02747716,Canned,87.9856,3251.7672
STR019,1985,Grocery Store,Small,Tier 1,FDV20,,Regular,0.104704537,Fruits and Vegetables,125.2678,254.3356
STR035,2004,Supermarket,Small,Tier 2,NCQ54,17.7,Low Fat,0.012540003,Household,167.0474,5895.659
STR018,2009,Convenience,Medium,Tier 3,FDO23,17.85,Low Fat,0.147023834,Breads,93.7436,1134.5232
STR045,2002,Supermarket,Small,Tier 2,DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224.972,7696.648
STR017,2007,Supermarket,Small,Tier 2,DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250.5382,2775.7202
STR045,2002,Supermarket,Small,Tier 2,FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241.2854,5317.0788
STR018,2009,Convenience,Medium,Tier 3,FDR04,7.075,Low Fat,0,Frozen Foods,98.0068,874.8612
STR046,1997,Supermarket,Small,Tier 1,FDX23,6.445,Low Fat,0.029691762,Baking Goods,92.6436,1039.9796
STR035,2004,Supermarket,Small,Tier 2,FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235.0958,3038.0454
STR035,2004,Supermarket,Small,Tier 2,FDD40,20.25,Regular,0.014790559,Dairy,193.6162,3848.324
STR046,1997,Supermarket,Small,Tier 1,FDA01,15,Regular,0.054378253,Canned,59.1904,527.3136
STR046,1997,Supermarket,Small,Tier 1,FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,2390.8878
STR027,1985,Cold Storage,Medium,Tier 3,FDM50,,Regular,0.029943463,Canned,60.222,1677.816
STR013,1987,Supermarket,High,Tier 3,FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,801.6232
STR045,2002,Supermarket,Small,Tier 2,FDF46,7.07,Low Fat,0.093861144,Snack Foods,115.5834,1267.0174
STR045,2002,Supermarket,Small,Tier 2,FDA33,6.48,Low Fat,0.033968647,Snack Foods,148.0076,886.8456
STR010,1998,Grocery Store,Small,Tier 3,FDC08,19,Regular,0.173154079,Fruits and Vegetables,228.272,452.744
STR045,2002,Supermarket,Small,Tier 2,FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147.5392,3877.6192
STR027,1985,Cold Storage,Medium,Tier 3,FDY31,,Low Fat,0.043351896,Fruits and Vegetables,146.6418,4414.254
STR027,1985,Cold Storage,Medium,Tier 3,DRQ35,,Low Fat,0.042086652,Hard Drinks,122.4388,5448.9072
STR049,1999,Supermarket,Medium,Tier 1,FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,4950.8888
STR017,2007,Supermarket,Small,Tier 2,DRD13,15,Low Fat,0.049357077,Soft Drinks,62.6168,958.752
STR017,2007,Supermarket,Small,Tier 2,FDC52,11.15,Regular,0.008326735,Dairy,149.9708,1956.1204
STR049,1999,Supermarket,Medium,Tier 1,FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103.2306,2404.2038
STR010,1998,Grocery Store,Small,Tier 3,NCK19,9.8,Low Fat,0.151420934,Others,194.3478,387.4956
STR013,1987,Supermarket,High,Tier 3,FDV51,16.35,Low Fat,0.032511818,Meat,165.0842,994.7052
STR045,2002,Supermarket,Small,Tier 2,FDZ35,9.6,Regular,0.022323658,Breads,101.299,1754.383
STR027,1985,Cold Storage,Medium,Tier 3,NCW17,,Low Fat,0.019292355,Health and Hygiene,129.9994,3340.9844
STR045,2002,Supermarket,Small,Tier 2,FDV59,13.35,Low Fat,0.048124443,Breads,216.7166,3918.8988
STR013,1987,Supermarket,High,Tier 3,DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,306.268
STR027,1985,Cold Storage,Medium,Tier 3,FDN60,6.15,Low Fat,0.094697274,Baking Goods,158.4604,4278.4308
STR045,2002,Supermarket,Small,Tier 2,FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260.6278,4425.5726
STR027,1985,Cold Storage,Medium,Tier 3,FDN58,,Regular,0.056596985,Snack Foods,230.9984,9267.936
STR019,1985,Grocery Store,Small,Tier 1,FDC41,,Low Fat,0.2047,Frozen Foods,76.867,229.701
STR027,1985,Cold Storage,Medium,Tier 3,FDO01,,Regular,0.020618324,Breakfast,129.3994,2055.9904
STR046,1997,Supermarket,Small,Tier 1,NCO43,5.5,Low Fat,0.04709821,Others,101.3016,3339.6528
STR045,2002,Supermarket,Small,Tier 2,FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,6410.3224
STR017,2007,Supermarket,Small,Tier 2,FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,1992.0736
STR017,2007,Supermarket,Small,Tier 2,FDM01,7.895,Regular,0.095102092,Breakfast,104.4332,2870.9296
STR027,1985,Cold Storage,Medium,Tier 3,FDY49,,Regular,0.011953902,Canned,164.5184,2807.0128
STR013,1987,Supermarket,High,Tier 3,FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,539.298
STR013,1987,Supermarket,High,Tier 3,NCY18,7.285,Low Fat,0.031125709,Household,174.3054,4377.635
STR045,2002,Supermarket,Small,Tier 2,NCY30,20.25,Low Fat,0.026005891,Household,180.9976,2716.464
STR019,1985,Grocery Store,Small,Tier 1,FDJ22,,Low Fat,0.09246392,Snack Foods,190.9504,383.5008
STR049,1999,Supermarket,Medium,Tier 1,DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59.5904,703.0848
STR049,1999,Supermarket,Medium,Tier 1,FDL27,6.17,Low Fat,0.010647477,Meat,66.3826,1937.478
STR049,1999,Supermarket,Medium,Tier 1,NCO30,19.5,Low Fat,0.015749341,Household,182.2608,3307.6944
STR049,1999,Supermarket,Medium,Tier 1,NCB07,19.2,Low Fat,0.077628053,Household,197.611,3142.576
STR018,2009,Convenience,Medium,Tier 3,FDX25,16.7,Low Fat,0,Canned,181.2292,2554.0088
STR018,2009,Convenience,Medium,Tier 3,FDP59,20.85,Regular,0.056695731,Breads,104.0648,1869.5664
STR045,2002,Supermarket,Small,Tier 2,FDR59,14.5,Regular,0.063993068,Breads,260.4594,5494.8474
STR013,1987,Supermarket,High,Tier 3,FDT27,11.395,Regular,0.069529262,Meat,233.1616,6093.4016
STR046,1997,Supermarket,Small,Tier 1,DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174.0422,2586.633
STR049,1999,Supermarket,Medium,Tier 1,FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,1255.6988
STR046,1997,Supermarket,Small,Tier 1,FDH26,19.25,Regular,0.034699737,Canned,141.7496,4093.3384
STR046,1997,Supermarket,Small,Tier 1,FDH27,7.075,Low Fat,0.058346939,Dairy,142.2128,3163.8816
STR027,1985,Cold Storage,Medium,Tier 3,FDN39,,Regular,0.065203103,Meat,166.0816,5033.448
STR046,1997,Supermarket,Small,Tier 1,FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9276,1137.1864
STR027,1985,Cold Storage,Medium,Tier 3,FDJ56,,Low Fat,0.182514881,Fruits and Vegetables,98.77,2696.49
STR018,2009,Convenience,Medium,Tier 3,DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178.566,898.83
STR046,1997,Supermarket,Small,Tier 1,NCO17,10,Low Fat,0.073379745,Health and Hygiene,118.244,2756.412
STR045,2002,Supermarket,Small,Tier 2,FDX60,14.35,Low Fat,0.08075758,Baking Goods,81.896,878.856
STR049,1999,Supermarket,Medium,Tier 1,FDT22,10.395,Low Fat,0.112271498,Snack Foods,58.222,659.142
STR019,1985,Grocery Store,Small,Tier 1,FDX26,,Low Fat,0.153741385,Dairy,182.6292,182.4292
STR013,1987,Supermarket,High,Tier 3,FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211.4902,3610.6334
STR035,2004,Supermarket,Small,Tier 2,FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,5153.292
STR017,2007,Supermarket,Small,Tier 2,FDS15,9.195,Regular,0.078502143,Meat,108.7596,2588.6304
STR018,2009,Convenience,Medium,Tier 3,FDL51,20.7,Regular,0.047684831,Dairy,212.5876,1286.3256
STR017,2007,Supermarket,Small,Tier 2,FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,1230.3984
STR027,1985,Cold Storage,Medium,Tier 3,FDZ07,,Regular,0,Fruits and Vegetables,60.2194,1733.7432
STR019,1985,Grocery Store,Small,Tier 1,NCW53,,Low Fat,0.053392944,Health and Hygiene,193.8162,384.8324
STR045,2002,Supermarket,Small,Tier 2,NCA54,16.5,Low Fat,0.036715907,Household,180.0318,3969.4996
STR035,2004,Supermarket,Small,Tier 2,FDX09,9,Low Fat,0.065236932,Snack Foods,176.437,7763.228
STR013,1987,Supermarket,High,Tier 3,FDO51,6.785,Regular,0.041947547,Meat,41.2112,809.6128
STR018,2009,Convenience,Medium,Tier 3,FDW49,19.5,Low Fat,0.082888496,Canned,178.6002,1253.7014
STR046,1997,Supermarket,Small,Tier 1,FDB27,7.575,Low Fat,0.055390121,Dairy,195.2768,5715.2272
STR013,1987,Supermarket,High,Tier 3,FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,1464.76
STR013,1987,Supermarket,High,Tier 3,FDV02,16.75,Low Fat,0.060495243,Dairy,169.8106,3251.1014
STR035,2004,Supermarket,Small,Tier 2,FDY28,7.47,Regular,0,Frozen Foods,214.3218,4274.436
STR027,1985,Cold Storage,Medium,Tier 3,FDX31,,Regular,0.014753811,Fruits and Vegetables,231.7958,5375.0034
STR027,1985,Cold Storage,Medium,Tier 3,FDR43,,Low Fat,0.160707489,Fruits and Vegetables,38.019,1318.284
STR018,2009,Convenience,Medium,Tier 3,FDP51,13.85,Regular,0.085622362,Meat,119.4124,2251.7356
STR017,2007,Supermarket,Small,Tier 2,FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,1176.4686
STR046,1997,Supermarket,Small,Tier 1,FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,3523.4136
STR035,2004,Supermarket,Small,Tier 2,FDB34,15.25,Low Fat,0.026604781,Snack Foods,86.2198,610.5386
STR035,2004,Supermarket,Small,Tier 2,FDC50,15.85,Low Fat,0,Canned,96.4094,1237.7222
STR010,1998,Grocery Store,Small,Tier 3,FDT57,15.2,Low Fat,0.031860325,Snack Foods,235.1248,474.0496
STR027,1985,Cold Storage,Medium,Tier 3,FDP22,,Regular,0,Snack Foods,52.6666,717.7324
STR046,1997,Supermarket,Small,Tier 1,DRE49,20.75,Low Fat,0.021250002,Soft Drinks,150.5024,2580.6408
STR046,1997,Supermarket,Small,Tier 1,FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143.2154,2552.6772
STR045,2002,Supermarket,Small,Tier 2,FDY32,7.605,Low Fat,0.129503146,Fruits and Vegetables,164.021,3914.904
STR046,1997,Supermarket,Small,Tier 1,FDW07,18,Regular,0.142688846,Fruits and Vegetables,88.5514,796.9626
STR019,1985,Grocery Store,Small,Tier 1,FDU02,,Low Fat,0.179484411,Dairy,228.9352,916.1408
STR045,2002,Supermarket,Small,Tier 2,NCF18,18.35,Low Fat,0.089163056,Household,191.3504,3259.7568
STR049,1999,Supermarket,Medium,Tier 1,FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84.8908,1677.816
STR049,1999,Supermarket,Medium,Tier 1,FDN58,13.8,Regular,0.056960814,Snack Foods,230.0984,3707.1744
STR046,1997,Supermarket,Small,Tier 1,FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,2954.1546
STR018,2009,Convenience,Medium,Tier 3,FDY34,10.5,Regular,0.011026594,Snack Foods,166.4842,2652.5472
STR045,2002,Supermarket,Small,Tier 2,NCE19,8.97,Low Fat,0.093203257,Household,52.7956,1037.3164
STR027,1985,Cold Storage,Medium,Tier 3,NCK31,,Low Fat,0.026916794,Others,50.9666,717.7324
STR045,2002,Supermarket,Small,Tier 2,NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86.1224,426.112
STR035,2004,Supermarket,Small,Tier 2,FDT59,13.65,Low Fat,0.015908424,Breads,231.1668,6911.004
STR046,1997,Supermarket,Small,Tier 1,NCX41,19,Low Fat,0.017719277,Health and Hygiene,211.0244,3811.0392
STR027,1985,Cold Storage,Medium,Tier 3,FDU45,,Regular,0.035334201,Snack Foods,115.3518,2277.036
STR019,1985,Grocery Store,Small,Tier 1,FDW24,17.35,Low Fat,0.065652494,Baking Goods,48.9034,48.6034
STR049,1999,Supermarket,Medium,Tier 1,FDF22,6.865,Low Fat,0.056919038,Snack Foods,212.8218,5770.4886
STR046,1997,Supermarket,Small,Tier 1,FDM60,10.8,Regular,0.048143292,Baking Goods,40.2138,690.4346
STR013,1987,Supermarket,High,Tier 3,FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,1890.2062
STR027,1985,Cold Storage,Medium,Tier 3,DRP35,,Low Fat,0.090427268,Hard Drinks,126.2336,3195.84
STR046,1997,Supermarket,Small,Tier 1,FDS48,15.15,Low Fat,0.027779254,Baking Goods,150.1708,1504.708
STR010,1998,Grocery Store,Small,Tier 3,NCZ42,10.5,Low Fat,0,Household,238.3248,711.0744
STR018,2009,Convenience,Medium,Tier 3,FDZ38,17.6,Low Fat,0.008033611,Dairy,174.2422,4311.055
STR046,1997,Supermarket,Small,Tier 1,FDH19,19.35,Low Fat,0.033088472,Meat,175.4738,521.3214
STR046,1997,Supermarket,Small,Tier 1,NCB55,15.7,Low Fat,0.160663021,Household,59.4562,829.5868
STR017,2007,Supermarket,Small,Tier 2,FDC15,18.1,Low Fat,0.178975721,Dairy,155.5288,1571.288
STR035,2004,Supermarket,Small,Tier 2,FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,2403.538
STR019,1985,Grocery Store,Small,Tier 1,FDW35,,Low Fat,0.0194158,Breads,41.6454,83.8908
STR045,2002,Supermarket,Small,Tier 2,FDB44,6.655,Low Fat,0.016993225,Fruits and Vegetables,211.0586,844.2344
STR017,2007,Supermarket,Small,Tier 2,NCC06,19,Low Fat,0.027139013,Household,127.3336,2940.1728
STR010,1998,Grocery Store,Small,Tier 3,FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98.0068,291.6204
STR045,2002,Supermarket,Small,Tier 2,FDB17,13.15,Low Fat,0.036746479,Frozen Foods,181.2976,3259.7568
STR049,1999,Supermarket,Medium,Tier 1,FDW43,20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,3415.554
STR018,2009,Convenience,Medium,Tier 3,FDA27,20.35,Regular,0,Dairy,256.7672,5624.6784
STR049,1999,Supermarket,Medium,Tier 1,NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190.1846,6687.961
STR049,1999,Supermarket,Medium,Tier 1,FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,5642.655
STR018,2009,Convenience,Medium,Tier 3,FDV39,11.3,Low Fat,0.007309544,Meat,196.2426,4943.565
STR018,2009,Convenience,Medium,Tier 3,FDN32,17.5,Low Fat,0.015623754,Fruits and Vegetables,182.6266,3135.2522
STR045,2002,Supermarket,Small,Tier 2,FDW07,18,Regular,0.142978223,Fruits and Vegetables,87.4514,796.9626
STR045,2002,Supermarket,Small,Tier 2,FDZ27,7.935,Low Fat,0.017191055,Dairy,51.535,848.895
STR019,1985,Grocery Store,Small,Tier 1,FDW23,17.35,Low Fat,0.143592939,Baking Goods,37.3164,38.6164
STR046,1997,Supermarket,Small,Tier 1,FDU01,20.25,Regular,0.011995271,Canned,184.5924,4997.4948
STR049,1999,Supermarket,Medium,Tier 1,FDF10,15.5,Regular,0.15717236,Snack Foods,149.1418,588.5672
STR019,1985,Grocery Store,Small,Tier 1,DRH03,,Low Fat,0.061393095,Dairy,91.812,372.848
STR019,1985,Grocery Store,Small,Tier 1,FDW27,,Regular,0.264124669,Meat,155.7314,155.1314
STR013,1987,Supermarket,High,Tier 3,DRI13,15.35,Low Fat,0.020310046,Soft Drinks,218.0508,3038.7112
STR046,1997,Supermarket,Small,Tier 1,NCR05,10.1,Low Fat,0.054630834,Health and Hygiene,200.2084,1587.2672
STR045,2002,Supermarket,Small,Tier 2,FDB29,16.7,Regular,0.052517969,Frozen Foods,115.4176,687.1056
STR049,1999,Supermarket,Medium,Tier 1,FDL51,20.7,Regular,0.047565208,Dairy,213.4876,1929.4884
STR013,1987,Supermarket,High,Tier 3,FDB11,16,Low Fat,0.060797393,Starchy Foods,223.8404,3600.6464
STR046,1997,Supermarket,Small,Tier 1,FDI35,14,Low Fat,0.041291169,Starchy Foods,180.7634,2181.1608
STR046,1997,Supermarket,Small,Tier 1,FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,181.4318,3428.2042
STR045,2002,Supermarket,Small,Tier 2,FDP59,20.85,Regular,0.056580228,Breads,105.6648,623.1888
STR049,1999,Supermarket,Medium,Tier 1,NCJ18,12.35,Low Fat,0.164196823,Household,120.5124,2133.2232
STR018,2009,Convenience,Medium,Tier 3,FDJ41,6.85,Low Fat,0.022976497,Frozen Foods,261.6594,3401.5722
STR035,2004,Supermarket,Small,Tier 2,FDU08,10.3,Low Fat,0.027310252,Fruits and Vegetables,101.0042,1289.6546
STR019,1985,Grocery Store,Small,Tier 1,FDS09,,Regular,0.141975462,Snack Foods,49.6008,50.6008
STR013,1987,Supermarket,High,Tier 3,DRH15,8.775,Low Fat,0,Dairy,45.9428,790.9704
STR017,2007,Supermarket,Small,Tier 2,NCV17,18.85,Low Fat,0.01619866,Health and Hygiene,129.2626,3147.9024
STR027,1985,Cold Storage,Medium,Tier 3,NCO54,,Low Fat,0.014205168,Household,56.7614,2486.763
STR035,2004,Supermarket,Small,Tier 2,FDE24,14.85,Low Fat,0.09344495,Baking Goods,141.0812,1139.8496
STR046,1997,Supermarket,Small,Tier 1,FDH53,20.5,Regular,0.019199733,Frozen Foods,84.3592,1816.3024
STR018,2009,Convenience,Medium,Tier 3,FDZ13,7.84,Regular,0.154120252,Canned,51.935,199.74
STR045,2002,Supermarket,Small,Tier 2,FDW28,18.25,Low Fat,0.089004389,Frozen Foods,196.7452,978.726
STR013,1987,Supermarket,High,Tier 3,FDU46,10.3,Regular,0.011117041,Snack Foods,85.854,2683.174
STR035,2004,Supermarket,Small,Tier 2,NCE43,12.5,Low Fat,0.103422709,Household,169.9448,2897.5616
